Sun Jan 04 12:22:15 2015    profile_out1.txt

         1868107 function calls (1860775 primitive calls) in 20.882 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _form.py:790(RobustFormParser)
        1    0.000    0.000    0.000    0.000 calendar.py:496(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 argparse.py:931(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 cp437.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 _urllib2_fork.py:821(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 _implementation.py:10(CertificateError)
        1    0.000    0.000    0.000    0.000 exceptions.py:59(MaxRetryError)
        1    0.000    0.000    0.000    0.000 _urllib2_fork.py:463(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 decimal.py:322(Overflow)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:241(InteraceHdrRecord)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:1507(MulBlankRecord)
        1    0.000    0.000    0.000    0.000 Style.py:238(IntULim)
        1    0.000    0.000    0.000    0.000 Workbook.py:506(__country_rec)
        1    0.000    0.000    0.000    0.000 antlr.py:463(TokenStreamRecognitionException)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:124(_new_piece)
        1    0.000    0.000    0.000    0.000 __init__.py:407(OleDLL)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:511(EOFRecord)
        1    0.000    0.000    0.000    0.000 Formatting.py:235(Pattern)
        1    0.000    0.000    0.000    0.000 element.py:689(PreformattedString)
        1    0.000    0.000    0.000    0.000 Cell.py:109(BooleanCell)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:1801(PrintHeadersRecord)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:1598(GutsRecord)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:1695(CalcModeRecord)
        1    0.000    0.000    0.000    0.000 BeautifulSoup.py:1718(RobustWackAssHTMLParser)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:296(TabIDRecord)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:336(ScenProtectRecord)
        1    0.000    0.000    0.000    0.000 FilterMax.py:11(get_limit)
        1    0.000    0.000    0.000    0.000 argparse.py:957(_CountAction)
        1    0.000    0.000    0.000    0.000 argparse.py:978(_HelpAction)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:1557(NumberRecord)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:406(BackupRecord)
        1    0.000    0.000    0.000    0.000 <string>:22(ElementTree)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:1031(PaletteRecord)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:992(StyleRecord)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:2106(BottomMarginRecord)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:1617(WSBoolRecord)
        1    0.000    0.000    0.000    0.000 decimal.py:285(InvalidContext)
        1    0.000    0.000    0.000    0.000 argparse.py:837(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:2039(VCenterRecord)
        1    0.000    0.000    0.000    0.000 calendar.py:484(TimeEncoding)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:2021(HCenterRecord)
        1    0.000    0.000    0.000    0.000 six.py:91(MovedModule)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:2011(FooterRecord)
        1    0.000    0.000    0.000    0.000 decimal.py:5623(_Log10Memoize)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:518(DateModeRecord)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:251(__init__)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:1714(CalcCountRecord)
        1    0.000    0.000    0.000    0.000 antlr.py:174(NoViableAltForCharException)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:1918(VerticalPageBreaksRecord)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:540(PrecisionRecord)
        1    0.000    0.000    0.000    0.000 argparse.py:877(_StoreFalseAction)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:1566(BoolErrRecord)
        1    0.000    0.000    0.000    0.000 __init__.py:3(Filter)
        1    0.000    0.000    0.000    0.000 html5parser.py:436(getMetaclass)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:2075(RightMarginRecord)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:2432(ExternnameRecord)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:1766(DeltaRecord)
        1    0.000    0.000    0.000    0.000 urllib2.py:1280(FileHandler)
        1    0.000    0.000    0.000    0.000 smtplib.py:121(SMTPHeloError)
        1    0.000    0.000    0.000    0.000 nonmultipart.py:14(MIMENonMultipart)
        1    0.000    0.000    0.000    0.000 decimal.py:251(DivisionImpossible)
        1    0.000    0.000    0.000    0.000 antlr.py:903(TokenStreamIterator)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:1447(LabelSSTRecord)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:444(BookBoolRecord)
        1    0.000    0.000    0.000    0.000 decimal.py:196(InvalidOperation)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:1751(IterationRecord)
        1    0.000    0.000    0.000    0.000 decimal.py:262(DivisionUndefined)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:248(InteraceEndRecord)
        1    0.000    0.000    0.000    0.000 antlr.py:865(LexerSharedInputState)
        1    0.000    0.000    0.000    0.000 _html5lib.py:278(TextNode)
        1    0.000    0.000    0.000    0.000 argparse.py:682(ArgumentError)
        1    0.000    0.000    0.000    0.000 urllib.py:915(addbase)
        1    0.000    0.000    0.000    0.000 argparse.py:997(_VersionAction)
        1    0.000    0.000    0.000    0.000 ascii.py:24(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 urllib2.py:500(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 _opener.py:333(ResponseProcessingOpener)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:1172(ExtSSTRecord)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:618(Window1Record)
        1    0.000    0.000    0.000    0.000 antlr.py:816(CharBuffer)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:733(NumberFormatRecord)
        1    0.000    0.000    0.000    0.000 ascii.py:34(StreamConverter)
        1    0.000    0.000    0.000    0.000 _urllib2_fork.py:764(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.000    0.000 six.py:106(MovedAttribute)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:463(CountryRecord)
        1    0.000    0.000    0.000    0.000 hex_codec.py:52(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 element.py:24(NamespacedAttribute)
        1    0.000    0.000    0.000    0.000 getpass.py:23(GetPassWarning)
        1    0.000    0.000    0.000    0.000 antlr.py:492(CharStreamIOException)
        1    0.000    0.000    0.000    0.000 urllib2.py:1183(HTTPHandler)
        1    0.000    0.000    0.000    0.000 smtplib.py:115(SMTPDataError)
        1    0.000    0.000    0.000    0.000 errors.py:56(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 urllib2.py:687(ProxyHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:1046(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:416(HideObjRecord)
        1    0.000    0.000    0.000    0.000 Workbook.py:535(__palette_rec)
        1    0.000    0.000    0.000    0.000 six.py:81(_LazyDescr)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:1661(ColInfoRecord)
        1    0.000    0.000    0.000    0.000 _response.py:300(eofresponse)
        1    0.000    0.000    0.000    0.000 calendar.py:138(setfirstweekday)
        1    0.000    0.000    0.000    0.000 _debug.py:7(HTTPResponseDebugProcessor)
        1    0.000    0.000    0.000    0.000 argparse.py:2240(_check_value)
        1    0.000    0.000    0.000    0.000 antlr.py:1146(Reader)
        1    0.000    0.000    0.000    0.000 antlr.py:2320(ASTNULLType)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:399(Prot4RevPassRecord)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:2090(TopMarginRecord)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:1731(RefModeRecord)
        1    0.000    0.000    0.000    0.000 cgi.py:829(InterpFormContentDict)
        1    0.000    0.000    0.000    0.000 errors.py:35(MessageDefect)
        1    0.000    0.000    0.000    0.000 __init__.py:197(c_float)
        1    0.000    0.000    0.000    0.000 shutil.py:37(ExecError)
        1    0.000    0.000    0.000    0.000 __init__.py:394(HRESULT)
        1    0.000    0.000    0.000    0.000 ExcelFormulaParser.py:22(FormulaParseException)
        1    0.000    0.000    0.000    0.000 argparse.py:132(_get_args)
        1    0.000    0.000    0.000    0.000 _gzip.py:90(HTTPGzipProcessor)
        1    0.000    0.000    0.000    0.000 _urllib2_fork.py:831(ProxyBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 element.py:718(Declaration)
        1    0.000    0.000    0.000    0.000 argparse.py:194(_Section)
        1    0.000    0.000    0.000    0.000 latin_1.py:24(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 exceptions.py:15(PoolError)
        1    0.000    0.000    0.000    0.000 antlr.py:450(TokenStreamIOException)
        1    0.000    0.000    0.000    0.000 urllib2.py:481(BaseHandler)
        1    0.000    0.000    0.000    0.000 _util.py:15(ExperimentalWarning)
        1    0.000    0.000    0.000    0.000 _form.py:797(NestingRobustFormParser)
        1    0.000    0.000    0.000    0.000 _urllib2_fork.py:1198(UnknownHandler)
        1    0.000    0.000    0.000    0.000 hex_codec.py:57(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 urllib2.py:1064(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 handler.py:208(DTDHandler)
        1    0.000    0.000    0.000    0.000 idna.py:197(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 urlparse.py:120(ParseResult)
        1    0.000    0.000    0.000    0.000 robotparser.py:209(URLopener)
        1    0.000    0.000    0.000    0.000 decimal.py:225(ConversionSyntax)
        1    0.000    0.000    0.000    0.000 antlr.py:479(TokenStreamRetryException)
        1    0.000    0.000    0.000    0.000 urlparse.py:112(SplitResult)
        1    0.000    0.000    0.000    0.000 exceptions.py:74(HostChangedError)
        1    0.000    0.000    0.000    0.000 urllib2.py:864(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 Style.py:8(XFStyle)
        1    0.000    0.000    0.000    0.000 six.py:78(_LazyDescr)
        1    0.000    0.000    0.000    0.000 urllib.py:959(addinfo)
        1    0.000    0.000    0.000    0.000 urllib2.py:1332(FTPHandler)
        1    0.000    0.000    0.000    0.000 cgi.py:775(FormContentDict)
        1    0.000    0.000    0.000    0.000 cp437.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 exceptions.py:26(RequestError)
        1    0.000    0.000    0.000    0.000 element.py:702(CData)
        1    0.000    0.000    0.000    0.000 latin_1.py:34(StreamConverter)
        1    0.000    0.000    0.000    0.000 urllib2.py:1191(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 httplib.py:1223(CannotSendHeader)
        1    0.000    0.000    0.000    0.000 exceptions.py:109(EmptyPoolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:10(HTTPError)
        1    0.000    0.000    0.000    0.000 six.py:178(__get_module)
        1    0.000    0.000    0.000    0.000 _urllib2_fork.py:1307(FTPHandler)
        1    0.000    0.000    0.000    0.000 antlr.py:2106(TreeParserSharedInputState)
        1    0.000    0.000    0.000    0.000 antlr.py:1561(CharScannerIterator)
        1    0.000    0.000    0.000    0.000 _http.py:265(RobotExclusionError)
        1    0.000    0.000    0.000    0.000 idna.py:231(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 Cookie.py:232(CookieError)
        1    0.000    0.000    0.000    0.000 _base.py:98(ActiveFormattingElements)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:2403(InternalReferenceSupBookRecord)
        1    0.000    0.000    0.000    0.000 errors.py:9(MessageError)
        1    0.000    0.000    0.000    0.000 decimal.py:311(Subnormal)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 auth.py:49(HTTPProxyAuth)
        1    0.000    0.000    0.000    0.000 _endian.py:45(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 _sgmllib_copy.py:394(report_unbalanced)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 antlr.py:1766(ParserSharedInputState)
        1    0.000    0.000    0.000    0.000 decimal.py:235(DivisionByZero)
        1    0.000    0.000    0.000    0.000 calendar.py:28(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 httplib.py:1229(BadStatusLine)
        1    0.000    0.000    0.000    0.000 urllib.py:944(addclosehook)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 httplib.py:1197(UnknownTransferEncoding)
        1    0.000    0.000    0.000    0.000 antlr.py:2795(ASTVisitor)
        1    0.000    0.000    0.000    0.000 utf_8.py:25(StreamWriter)
        1    0.000    0.000    0.000    0.000 _beautifulsoup.py:1067(SimplifyingSOAPParser)
        1    0.000    0.000    0.000    0.000 _opener.py:377(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:233(c_byte)
        1    0.000    0.000    0.000    0.000 Formatting.py:252(Protection)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:1119(ContinueRecord)
        1    0.000    0.000    0.000    0.000 antlr.py:485(CharStreamException)
        1    0.000    0.000    0.000    0.000 httplib.py:1192(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 exceptions.py:38(ProxyError)
        1    0.000    0.000    0.000    0.000 __init__.py:278(c_wchar)
        1    0.000    0.000    0.000    0.000 Bitmap.py:245(ImDataBmpRecord)
        1    0.000    0.000    0.000    0.000 _form.py:2392(PasswordControl)
        1    0.000    0.000    0.000    0.000 _auth.py:63(HTTPSClientCertMgr)
        1    0.000    0.000    0.000    0.000 urllib2.py:794(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.000    0.000 antlr.py:443(TokenStreamException)
        1    0.000    0.000    0.000    0.000 _mechanize.py:23(LinkNotFoundError)
        1    0.000    0.000    0.000    0.000 __init__.py:385(WinDLL)
        1    0.000    0.000    0.000    0.000 cookies.py:154(CookieConflictError)
        1    0.000    0.000    0.000    0.000 argparse.py:648(ArgumentDefaultsHelpFormatter)
        1    0.000    0.000    0.000    0.000 exceptions.py:119(LocationParseError)
        1    0.000    0.000    0.000    0.000 _mechanize.py:22(BrowserStateError)
        1    0.000    0.000    0.000    0.000 _beautifulsoup.py:260(NavigableText)
        1    0.000    0.000    0.000    0.000 sre_parse.py:207(seek)
        1    0.000    0.000    0.000    0.000 decimal.py:184(Clamped)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:2418(XcallSupBookRecord)
